timestamp,provider,model,duration_ms,ttft_ms,status,stop_reason,input_tokens,output_tokens,total_tokens,cost_usd,is_streaming,has_tools,has_thinking,preview_text
2026-05-04T03:17:03.041822,anthropic,claude-3-5-haiku-20241022,136.79170608520508,,success,,0,0,0,,False,False,False,quota
2026-05-04T03:17:05.768128,anthropic,claude-3-5-haiku-20241022,271.8636989593506,,success,,0,0,0,,False,False,False,quota
2026-05-04T03:17:11.986810,anthropic,claude-opus-4-20250514,6410.991430282593,1314.0335083007812,success,tool_use,2,268,270,0.04677,True,True,False,"<system-reminder>
As you answer the user's questions, you can use the following context:
# important-instruction-reminders
Do what has been asked; nothing more, nothing less.
NEVER create files unless"
2026-05-04T03:17:12.296066,anthropic,claude-3-5-haiku-20241022,173.5062599182129,,success,,0,0,0,,False,False,False,quota
2026-05-04T03:17:16.241213,anthropic,claude-opus-4-20250514,4100.632905960083,1803.0316829681396,success,tool_use,5,194,199,0.04504725,True,True,False,"<system-reminder>
As you answer the user's questions, you can use the following context:
# important-instruction-reminders
Do what has been asked; nothing more, nothing less.
NEVER create files unless"
2026-05-04T03:17:16.466090,anthropic,claude-3-5-haiku-20241022,159.93690490722656,,success,,0,0,0,,False,False,False,quota
2026-05-04T03:17:51.798125,anthropic,claude-opus-4-20250514,35420.50266265869,2436.650037765503,success,tool_use,5,1990,1995,0.175392,True,True,False,"<system-reminder>
As you answer the user's questions, you can use the following context:
# important-instruction-reminders
Do what has been asked; nothing more, nothing less.
NEVER create files unless"
2026-05-04T03:17:52.177076,anthropic,claude-3-5-haiku-20241022,166.08595848083496,,success,,0,0,0,,False,False,False,quota
2026-05-04T03:17:58.444739,anthropic,claude-opus-4-20250514,6433.982849121094,1557.0166110992432,success,tool_use,6,200,206,0.0749985,True,True,False,"<system-reminder>
As you answer the user's questions, you can use the following context:
# important-instruction-reminders
Do what has been asked; nothing more, nothing less.
NEVER create files unless"
2026-05-04T03:17:58.898128,anthropic,claude-3-5-haiku-20241022,300.7769584655762,,success,,0,0,0,,False,False,False,quota
2026-05-04T03:18:06.420312,anthropic,claude-opus-4-20250514,7815.364837646484,1622.8621006011963,success,end_turn,5,233,238,0.04713525,True,True,False,"<system-reminder>
As you answer the user's questions, you can use the following context:
# important-instruction-reminders
Do what has been asked; nothing more, nothing less.
NEVER create files unless"
