timestamp,provider,model,duration_ms,ttft_ms,status,stop_reason,input_tokens,output_tokens,total_tokens,cost_usd,is_streaming,has_tools,has_thinking,preview_text
2026-05-04T07:38:20.390545,anthropic,claude-haiku-4-5-20251001,580.9316635131836,,success,max_tokens,8,1,9,1.04e-05,False,False,False,quota
2026-05-04T07:38:26.300789,anthropic,claude-opus-4-5-20251101,2477.0448207855225,1346.7421531677246,success,tool_use,3,89,92,0.4251075,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:30.575259,anthropic,claude-opus-4-5-20251101,4229.026317596436,1023.7257480621338,success,tool_use,1,323,324,0.08803125,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:34.769500,anthropic,claude-opus-4-5-20251101,4105.186223983765,1112.823724746704,success,tool_use,1,312,313,0.25038,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:39.476325,anthropic,claude-opus-4-5-20251101,4621.998310089111,1294.7936058044434,success,tool_use,3,315,318,0.313434,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:45.821691,anthropic,claude-opus-4-5-20251101,6255.023002624512,2212.2278213500977,success,tool_use,1,333,334,0.43938225,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:49.549359,anthropic,claude-opus-4-5-20251101,3635.468006134033,1954.5199871063232,success,tool_use,3,139,142,0.439356,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:51.822463,anthropic,claude-opus-4-5-20251101,2215.57354927063,1708.4558010101318,success,tool_use,1,77,78,0.201918,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:38:54.382584,anthropic,claude-opus-4-5-20251101,2515.6071186065674,2187.0105266571045,success,tool_use,1,75,76,0.21176175,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
2026-05-04T07:39:12.994725,anthropic,claude-opus-4-5-20251101,18564.66245651245,1016.4508819580078,success,end_turn,1,1526,1527,0.35599125,True,True,False,"List every MCP tool that is currently available to you. Print just the tool names, one per line. Do not call any of them."
